Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/pq8f5JNv,2024.08.24,?,talmizrahi1,MrCsAttila,1-0,2024.08.24,08:57:11,1462,1508,+6,-7,Standard,60+0,C01,Time forfeit
Rated bullet game,https://lichess.org/574LmDKN,2024.08.24,?,hasanalii,talmizrahi1,0-1,2024.08.24,08:54:01,1432,1456,-5,+6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/hBBF6uSJ,2024.08.24,?,Moodle123,talmizrahi1,1/2-1/2,2024.08.24,08:51:21,1481,1456,-1,+0,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/aJsVNtnx,2024.08.24,?,talmizrahi1,johann3141,0-1,2024.08.24,08:49:26,1461,1477,-5,+6,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/Dbdec5LP,2024.08.24,?,jlferrer,talmizrahi1,1-0,2024.08.24,08:47:35,1494,1467,+5,-6,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/GUIOjr1B,2024.08.24,?,talmizrahi1,raulignacio,1-0,2024.08.24,08:45:24,1462,1399,+5,-5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/Txt0K1wx,2024.08.24,?,Mihajel,talmizrahi1,1-0,2024.08.24,08:43:04,1475,1468,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/L1RB5NdR,2024.08.24,?,talmizrahi1,Adl92,1-0,2024.08.24,08:41:29,1463,1412,+5,-5,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/uoTiJTfQ,2024.08.24,?,LisSV,talmizrahi1,0-1,2024.08.24,08:40:27,1457,1457,-6,+6,Standard,60+0,B52,Normal
Rated bullet game,https://lichess.org/9INIRQXQ,2024.08.24,?,JaviMartinez,talmizrahi1,0-1,2024.08.24,08:36:34,1395,1452,-5,+5,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/90jO4GCl,2024.08.24,?,talmizrahi1,manobee,1-0,2024.08.24,08:34:03,1446,1472,+6,-7,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/8nOKqIIb,2024.08.24,?,talmizrahi1,Gavroche_Thenardier,1-0,2024.08.24,07:35:46,1440,1458,+6,-6,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/Goy1yyaz,2024.08.24,?,talmizrahi1,MomenKhuadir,1-0,2024.08.24,07:33:31,1435,1362,+5,-5,Standard,60+0,C65,Time forfeit
Rated bullet game,https://lichess.org/jFh3R8xN,2024.08.24,?,krasniqiarber01,talmizrahi1,0-1,2024.08.24,07:31:54,1427,1429,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/O6L0w8ux,2024.08.24,?,ShadowBlade9090,talmizrahi1,1/2-1/2,2024.08.24,07:29:23,1451,1429,+0,+0,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/DQmtLicz,2024.08.24,?,TommyBluebird,talmizrahi1,1-0,2024.08.24,07:27:09,1407,1435,+7,-6,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/7YIjYpNx,2024.08.24,?,talmizrahi1,Brehima5,0-1,2024.08.24,07:25:15,1441,1451,-6,+7,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/Orjx8Ayn,2024.08.24,?,talmizrahi1,BaxaTuxtasinov,1-0,2024.08.24,07:23:15,1434,1475,+7,-7,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/uGPO11kl,2024.08.24,?,AK00000004,talmizrahi1,0-1,2024.08.24,07:22:34,1365,1430,-5,+4,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/OKR63X1l,2024.08.24,?,talmizrahi1,mnscrazy,0-1,2024.08.24,07:20:23,1435,1444,-5,+6,Standard,60+0,B27,Normal
Rated bullet game,https://lichess.org/WySXh8Mt,2024.08.24,?,maestrostef,talmizrahi1,0-1,2024.08.24,07:17:46,1488,1428,-7,+7,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/LTDlP3mC,2024.08.24,?,talmizrahi1,JOHN_KING,1-0,2024.08.24,07:15:32,1423,1398,+5,-5,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/I7lQt4KD,2024.08.24,?,kalmuzaffer2013,talmizrahi1,0-1,2024.08.24,07:13:22,1404,1417,-5,+6,Standard,60+0,D04,Time forfeit
Rated bullet game,https://lichess.org/Oz7TyCmE,2024.08.24,?,talmizrahi1,Coutermaster4,0-1,2024.08.24,07:10:59,1423,1425,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/2LKZNxNY,2024.08.24,?,naz_nahan1,talmizrahi1,1-0,2024.08.24,07:08:41,1429,1429,+8,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/EhLrTiBI,2024.08.24,?,talmizrahi1,bendek11,0-1,2024.08.24,07:06:37,1434,1447,-5,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/UVqzm3Q4,2024.08.24,?,Rushabh1130,talmizrahi1,1-0,2024.08.24,07:04:12,1435,1440,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/KWCufSP1,2024.08.24,?,talmizrahi1,DailyRohan,1-0,2024.08.24,07:01:33,1433,1480,+7,-6,Standard,60+0,C47,Normal
Rated bullet game,https://lichess.org/EXAE30z8,2024.08.24,?,ShivamRM,talmizrahi1,0-1,2024.08.24,05:03:30,1508,1426,-8,+7,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/AoGrxZMA,2024.08.23,?,lyaanChess,talmizrahi1,0-1,2024.08.23,17:52:43,1449,1420,-7,+6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/J2EejOLC,2024.08.23,?,talmizrahi1,abu3ooof,0-1,2024.08.23,17:50:28,1426,1385,-6,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/6COBRddu,2024.08.23,?,Mastermind69,talmizrahi1,0-1,2024.08.23,17:48:36,1370,1422,-5,+4,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/fdjz3kxD,2024.08.23,?,talmizrahi1,timmochess,0-1,2024.08.23,17:46:34,1427,1446,-5,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/WGeAr8Er,2024.08.23,?,talmizrahi1,leshiidolgov,1-0,2024.08.23,16:55:30,1422,1394,+5,-5,Standard,60+0,B40,Time forfeit
Rated bullet game,https://lichess.org/c86g41OR,2024.08.23,?,iamsuperpuper,talmizrahi1,1-0,2024.08.23,16:53:35,1537,1426,+4,-4,Standard,60+0,B53,Time forfeit
Rated bullet game,https://lichess.org/TlZVKKgj,2024.08.23,?,talmizrahi1,Promo_02,1-0,2024.08.23,15:23:19,1420,1408,+6,-5,Standard,60+0,C62,Normal
Rated bullet game,https://lichess.org/oisuwEEx,2024.08.23,?,Hamzavk,talmizrahi1,0-1,2024.08.23,15:21:17,1434,1414,-6,+6,Standard,60+0,B56,Normal
Rated bullet game,https://lichess.org/L8gG2ojA,2024.08.23,?,talmizrahi1,HarmonicPosition,0-1,2024.08.23,15:19:32,1419,1467,-5,+5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/MAr1WJWn,2024.08.23,?,VVysu,talmizrahi1,0-1,2024.08.23,15:17:38,1447,1412,-6,+7,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/haTGllSY,2024.08.23,?,talmizrahi1,Jesusparra,1-0,2024.08.23,15:15:24,1408,1335,+4,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/pM2Os9fI,2024.08.23,?,talmizrahi1,Arnavbeo,1-0,2024.08.23,15:13:06,1402,1413,+6,-15,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/kBj5drMQ,2024.08.23,?,familianabd10,talmizrahi1,1-0,2024.08.23,15:10:42,1405,1408,+6,-6,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/5oVSj22S,2024.08.23,?,talmizrahi1,NuddstIt,1-0,2024.08.23,15:09:13,1402,1417,+6,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/GioLyICf,2024.08.23,?,MDmocka,talmizrahi1,0-1,2024.08.23,14:05:35,1407,1396,-6,+6,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/B0UjYPIK,2024.08.23,?,Arzuko,talmizrahi1,0-1,2024.08.23,14:04:08,1397,1390,-5,+6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/ZR9z2t6B,2024.08.23,?,emullaraj,talmizrahi1,0-1,2024.08.23,14:02:10,1261,1386,-4,+4,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/N6Qe56Om,2024.08.23,?,talmizrahi1,tw2nc,1-0,2024.08.23,14:00:10,1379,1440,+7,-6,Standard,60+0,C47,Normal
Rated bullet game,https://lichess.org/DHkCGqVI,2024.08.23,?,talmizrahi1,beyz_9,0-1,2024.08.23,13:58:01,1385,1397,-6,+6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/bPz1RwRn,2024.08.23,?,talmizrahi1,slyvos,1-0,2024.08.23,13:55:47,1380,1293,+5,-5,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/wGHHqkYu,2024.08.23,?,ppk16,talmizrahi1,0-1,2024.08.23,13:54:03,1299,1376,-5,+4,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/58JYYfSq,2024.08.23,?,talmizrahi1,orazali_begenov,1-0,2024.08.23,13:51:29,1370,1399,+6,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/zMyayET6,2024.08.23,?,mohammedads2004,talmizrahi1,1-0,2024.08.23,13:49:27,1331,1376,+7,-6,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/OHMYI3NK,2024.08.23,?,talmizrahi1,Zweitausendmaedchen,0-1,2024.08.23,13:48:15,1382,1361,-6,+11,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/DO3c33u1,2024.08.23,?,MVPlupla,talmizrahi1,0-1,2024.08.23,12:04:43,1308,1377,-5,+5,Standard,60+0,B23,Normal
Rated bullet game,https://lichess.org/JZsrGH9e,2024.08.23,?,talmizrahi1,Like13d,0-1,2024.08.23,12:02:45,1382,1447,-5,+12,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/X0JZIStg,2024.08.23,?,Samazizkh,talmizrahi1,0-1,2024.08.23,12:00:40,1378,1376,-5,+6,Standard,60+0,D04,Time forfeit
Rated bullet game,https://lichess.org/O0aHabV3,2024.08.23,?,AmDmAccord,talmizrahi1,0-1,2024.08.23,11:58:26,1369,1370,-5,+6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/1KNVDHh7,2024.08.23,?,talmizrahi1,bigbomber,0-1,2024.08.23,11:56:29,1376,1362,-6,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/GnmwbaGV,2024.08.23,?,ayoubaba,talmizrahi1,0-1,2024.08.23,11:54:32,1374,1371,-10,+5,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/AAJTfSZn,2024.08.23,?,sintheta,talmizrahi1,0-1,2024.08.23,11:52:26,1366,1365,-5,+6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/pYNyC7LZ,2024.08.23,?,talmizrahi1,Kela_vit,0-1,2024.08.23,11:50:22,1371,1335,-6,+7,Standard,60+0,B46,Time forfeit
Rated bullet game,https://lichess.org/3G0lW52n,2024.08.23,?,asmodeu6,talmizrahi1,0-1,2024.08.23,11:48:51,1286,1367,-9,+4,Standard,60+0,B23,Normal
Rated bullet game,https://lichess.org/0mZZLmmn,2024.08.23,?,talmizrahi1,timoha67,1-0,2024.08.23,11:46:52,1363,1256,+4,-5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/nyND7yqo,2024.08.23,?,talmizrahi1,NoyoOo,0-1,2024.08.23,11:44:40,1369,1288,-6,+18,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/7c2a6cg5,2024.08.23,?,Lisztes_Mage,talmizrahi1,0-1,2024.08.23,11:44:22,1363,1364,-5,+5,Standard,60+0,B54,Normal
Rated bullet game,https://lichess.org/OVDnf5jf,2024.08.23,?,talmizrahi1,MSavior,1-0,2024.08.23,11:43:50,1358,1371,+6,-6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/tuKIqHT1,2024.08.23,?,talmizrahi1,d_leonov,0-1,2024.08.23,11:41:49,1365,1257,-7,+8,Standard,60+0,C62,Time forfeit
Rated bullet game,https://lichess.org/CsIjpVXs,2024.08.23,?,hanszulu,talmizrahi1,0-1,2024.08.23,11:40:21,1361,1359,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/GtKkkyXP,2024.08.23,?,LittleZanter,talmizrahi1,0-1,2024.08.23,11:38:05,1379,1353,-6,+6,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/SZ0cIf5S,2024.08.23,?,talmizrahi1,wizzi1900,0-1,2024.08.23,11:35:52,1358,1409,-5,+5,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/HB8kcSbt,2024.08.23,?,emirsaril,talmizrahi1,0-1,2024.08.23,11:33:39,1293,1353,-4,+5,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/dzIJtHbn,2024.08.23,?,talmizrahi1,Mikhail_1980,0-1,2024.08.23,11:31:38,1359,1361,-6,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/FpmfOH6c,2024.08.23,?,JohnPaulJacob,talmizrahi1,1/2-1/2,2024.08.23,11:29:37,1364,1359,+0,+0,Standard,60+0,B22,Normal
Rated bullet game,https://lichess.org/kzpc3T57,2024.08.23,?,talmizrahi1,swindontownfc,0-1,2024.08.23,11:27:11,1364,1374,-5,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/BSCiKU8T,2024.08.23,?,Denis11111,talmizrahi1,1-0,2024.08.23,11:25:29,1425,1369,+5,-5,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/633BHYTZ,2024.08.23,?,talmizrahi1,aliii1515,1-0,2024.08.23,11:23:22,1364,1331,+5,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/giiuSk2q,2024.08.23,?,Johighness,talmizrahi1,0-1,2024.08.23,11:22:05,1358,1358,-6,+6,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/bafJk9N5,2024.08.23,?,talmizrahi1,sanjukta_deka,1-0,2024.08.23,11:19:36,1352,1361,+6,-6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/rLmI3Xr6,2024.08.23,?,impie,talmizrahi1,1-0,2024.08.23,11:17:19,1376,1357,+13,-5,Standard,60+0,A30,Time forfeit
Rated bullet game,https://lichess.org/oxkQPQkT,2024.08.23,?,Galatasaray3535,talmizrahi1,0-1,2024.08.23,10:20:35,1361,1351,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/ImmxxLg1,2024.08.23,?,nuhtte,talmizrahi1,0-1,2024.08.23,10:18:18,1288,1347,-5,+4,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/h3pFCFGF,2024.08.23,?,talmizrahi1,Antonkuleshov88,0-1,2024.08.23,10:16:19,1352,1354,-5,+6,Standard,60+0,C64,Time forfeit
Rated bullet game,https://lichess.org/p2fIxOM1,2024.08.23,?,talmizrahi1,priestvallon,1-0,2024.08.23,10:14:09,1347,1336,+5,-8,Standard,60+0,B13,Time forfeit
Rated bullet game,https://lichess.org/t9aPgmQP,2024.08.23,?,talmizrahi1,Martinssss67,1-0,2024.08.23,10:12:12,1341,1366,+6,-6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/gud0PRa7,2024.08.23,?,MAXIMILIANO82,talmizrahi1,1-0,2024.08.23,10:10:51,1436,1345,+4,-4,Standard,60+0,D24,Normal
Rated bullet game,https://lichess.org/QfGhdu8Q,2024.08.23,?,talmizrahi1,bcw1234,0-1,2024.08.23,10:08:35,1350,1407,-5,+4,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/UWdiLxmv,2024.08.23,?,Kasikympinlatka,talmizrahi1,1/2-1/2,2024.08.23,09:17:32,1354,1349,+0,+1,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/qMjsq9ZV,2024.08.23,?,talmizrahi1,ahmed-zaki123,1-0,2024.08.23,09:15:13,1343,1404,+6,-6,Standard,60+0,C62,Time forfeit
Rated bullet game,https://lichess.org/oLhwPjAZ,2024.08.23,?,anvk1199,talmizrahi1,1-0,2024.08.23,09:13:02,1359,1348,+5,-5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/CPi1Otzf,2024.08.23,?,talmizrahi1,Flocolocoman,0-1,2024.08.23,09:11:01,1354,1347,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/QrFSv52J,2024.08.23,?,Mikhail_1980,talmizrahi1,1-0,2024.08.23,09:08:51,1420,1359,+5,-5,Standard,60+0,D24,Time forfeit
Rated bullet game,https://lichess.org/3EZCEfZj,2024.08.23,?,talmizrahi1,G-wise,0-1,2024.08.23,09:06:40,1365,1350,-6,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/uRU8LHdU,2024.08.23,?,talmizrahi1,plantyman,1-0,2024.08.23,09:04:29,1358,1391,+7,-6,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/6Y5HfTqE,2024.08.23,?,aedomskiy,talmizrahi1,0-1,2024.08.23,09:02:56,1383,1352,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/ZWlPnKr0,2024.08.23,?,talmizrahi1,GoAvalon,1-0,2024.08.23,09:00:24,1347,1281,+5,-4,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/Q36wor9b,2024.08.23,?,talmizrahi1,Elianasigrid,1-0,2024.08.23,08:58:20,1343,1246,+4,-4,Standard,60+0,C41,Normal
Rated bullet game,https://lichess.org/IZiL5ukB,2024.08.23,?,sanka_eu,talmizrahi1,0-1,2024.08.23,08:56:02,1332,1337,-7,+6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/VhwZLzlx,2024.08.23,?,Dystopian_Package,talmizrahi1,0-1,2024.08.23,08:53:42,1334,1332,-5,+5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/StxNFVFE,2024.08.23,?,zxcghoul321,talmizrahi1,0-1,2024.08.23,08:31:31,1412,1325,-13,+7,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/K9qAosji,2024.08.23,?,talmizrahi1,mehdired55,0-1,2024.08.23,08:29:25,1331,1311,-6,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/IdbPmVzH,2024.08.23,?,igormolokanov,talmizrahi1,0-1,2024.08.23,05:31:19,1357,1324,-6,+7,Standard,60+0,B60,Normal
Rated bullet game,https://lichess.org/Dx8kxp9S,2024.08.23,?,CalebStewartChess,talmizrahi1,0-1,2024.08.23,05:29:05,1338,1318,-6,+6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/t28obHwa,2024.08.23,?,talmizrahi1,tsel1978,0-1,2024.08.23,05:28:32,1324,1310,-6,+7,Standard,60+0,B30,Normal
Rated bullet game,https://lichess.org/7QALHdkQ,2024.08.22,?,talmizrahi1,khtb,0-1,2024.08.22,19:24:35,1330,1304,-6,+6,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/uBBbllnE,2024.08.22,?,talmizrahi1,London54,0-1,2024.08.22,19:22:38,1336,1360,-6,+6,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/mUi9sOWJ,2024.08.22,?,goyaldev0911,talmizrahi1,1-0,2024.08.22,19:20:34,1322,1342,+6,-6,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/YBJgOWiv,2024.08.22,?,RezaZarrin,talmizrahi1,1-0,2024.08.22,19:08:50,1355,1347,+5,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/zB68SbOj,2024.08.22,?,talmizrahi1,andrea0472,1/2-1/2,2024.08.22,19:06:26,1347,1350,+0,+0,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/0vgo3uKf,2024.08.22,?,talmizrahi1,Smolboar,0-1,2024.08.22,19:05:49,1352,1379,-5,+5,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/miadtk5w,2024.08.22,?,Soggy_Milk,talmizrahi1,1-0,2024.08.22,19:02:21,1325,1358,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/yfcd9mMs,2024.08.22,?,talmizrahi1,CleanStamp,1/2-1/2,2024.08.22,19:00:45,1359,1340,-1,+0,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/Fk1qlsoy,2024.08.22,?,policeMdP,talmizrahi1,1-0,2024.08.22,18:58:40,1315,1365,+7,-6,Standard,60+0,D02,Time forfeit
Rated bullet game,https://lichess.org/ORK6hBF6,2024.08.22,?,talmizrahi1,SpielePeter,1-0,2024.08.22,18:56:34,1360,1310,+5,-4,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/NRgWI0Ii,2024.08.22,?,dioneus,talmizrahi1,1-0,2024.08.22,18:55:05,1389,1366,+6,-6,Standard,60+0,B56,Normal
Rated bullet game,https://lichess.org/58oLc43R,2024.08.22,?,LittleZanter,talmizrahi1,1-0,2024.08.22,18:48:43,1378,1371,+6,-5,Standard,60+0,D20,Normal
Rated bullet game,https://lichess.org/BvowuNxD,2024.08.22,?,talmizrahi1,guns13,0-1,2024.08.22,18:46:44,1377,1341,-6,+6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/8lipcgWP,2024.08.22,?,pwpplayer,talmizrahi1,1-0,2024.08.22,18:44:42,1309,1384,+7,-7,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/0MpBTFUb,2024.08.22,?,talmizrahi1,harshilangre,1-0,2024.08.22,18:42:33,1379,1379,+5,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/BKOc5qLC,2024.08.22,?,hansmannt,talmizrahi1,0-1,2024.08.22,18:40:20,1491,1371,-8,+8,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/RAnJX70D,2024.08.22,?,MathTechnic,talmizrahi1,0-1,2024.08.22,18:38:22,1311,1366,-5,+5,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/ixZVZXxR,2024.08.22,?,talmizrahi1,choochi,0-1,2024.08.22,18:36:08,1372,1339,-6,+7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/8kKO6XPG,2024.08.22,?,EvanMojo,talmizrahi1,0-1,2024.08.22,18:33:55,1364,1367,-6,+5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/SH9qkfCO,2024.08.22,?,talmizrahi1,mehrad91,0-1,2024.08.22,18:31:47,1372,1377,-5,+6,Standard,60+0,B40,Time forfeit
Rated bullet game,https://lichess.org/GlSgnDif,2024.08.22,?,talmizrahi1,ghidrasanbogdan,0-1,2024.08.22,18:29:42,1376,1478,-4,+4,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/NAHEZVk3,2024.08.22,?,denetorus,talmizrahi1,1-0,2024.08.22,18:27:49,1390,1382,+5,-6,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/hBi87MAB,2024.08.22,?,muratkilic,talmizrahi1,0-1,2024.08.22,18:25:37,1462,1375,-7,+7,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/sV3O3WPA,2024.08.22,?,talmizrahi1,Uzm053,1-0,2024.08.22,18:25:16,1370,1315,+5,-22,Standard,60+0,B30,Normal
Rated bullet game,https://lichess.org/OYvZUWGW,2024.08.22,?,raulignacio,talmizrahi1,1-0,2024.08.22,18:23:01,1406,1375,+5,-5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/Qe5bRnDR,2024.08.22,?,talmizrahi1,All4nChess,0-1,2024.08.22,18:03:11,1380,1426,-5,+5,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/QZUh7xkd,2024.08.22,?,talmizrahi1,mchts,0-1,2024.08.22,18:01:34,1385,1429,-5,+5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/do3nmnRB,2024.08.22,?,raulignacio,talmizrahi1,1-0,2024.08.22,17:59:16,1394,1391,+6,-6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/DJwkOWME,2024.08.22,?,talmizrahi1,Blueprint11,1/2-1/2,2024.08.22,17:57:19,1391,1386,+0,+0,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/PbWKUSA0,2024.08.22,?,msaltnts,talmizrahi1,0-1,2024.08.22,17:55:21,1404,1385,-6,+6,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/m310Eo3S,2024.08.22,?,talmizrahi1,Y_S_2006,0-1,2024.08.22,17:52:50,1390,1402,-5,+7,Standard,60+0,C62,Time forfeit
Rated bullet game,https://lichess.org/5RhjMZ5G,2024.08.22,?,ryandsouza,talmizrahi1,0-1,2024.08.22,17:52:29,1390,1384,-6,+6,Standard,60+0,D20,Normal
Rated bullet game,https://lichess.org/ThxSO0Ro,2024.08.22,?,talmizrahi1,MrGrieves,0-1,2024.08.22,17:49:25,1390,1371,-6,+6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/lagvhClH,2024.08.22,?,talmizrahi1,WolfMan2024,0-1,2024.08.22,17:47:03,1396,1387,-6,+6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/Ys9lA8dU,2024.08.22,?,PacTumDum,talmizrahi1,0-1,2024.08.22,17:44:52,1475,1389,-7,+7,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/qwhbje3z,2024.08.22,?,talmizrahi1,asllanbaba,0-1,2024.08.22,17:42:31,1395,1379,-6,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/DDpYGd5Z,2024.08.22,?,ventris,talmizrahi1,1-0,2024.08.22,17:39:21,1367,1401,+6,-6,Standard,60+0,B50,Time forfeit
Rated blitz game,https://lichess.org/vj4ljWqC,2024.08.22,?,London_clown,talmizrahi1,0-1,2024.08.22,17:26:00,1425,1428,-7,+5,Standard,180+0,B20,Normal
Rated blitz game,https://lichess.org/PXFj64Dw,2024.08.22,?,talmizrahi1,Daudo,0-1,2024.08.22,17:20:35,1433,1431,-5,+6,Standard,180+0,C50,Time forfeit
Rated blitz game,https://lichess.org/K0V54CWh,2024.08.22,?,softlikerocks,talmizrahi1,0-1,2024.08.22,17:17:47,1394,1428,-6,+5,Standard,180+0,B50,Normal
Rated blitz game,https://lichess.org/qVtlZiAD,2024.08.22,?,talmizrahi1,Vampetof,0-1,2024.08.22,17:13:40,1433,1476,-5,+5,Standard,180+0,B13,Normal
Rated blitz game,https://lichess.org/ixp6Scl3,2024.08.22,?,plin_plin_plon,talmizrahi1,0-1,2024.08.22,16:14:20,1446,1427,-6,+6,Standard,180+0,B56,Normal
Rated blitz game,https://lichess.org/vxQwAa5Y,2024.08.22,?,talmizrahi1,Jeffreyede,1-0,2024.08.22,15:50:41,1420,1445,+7,-6,Standard,180+0,C00,Normal
